Date,VALE3.SA,KEPL3.SA,VULC3.SA,LEVE3.SA,GGBR4.SA,LREN3.SA,ALSO3.SA,DIRR3.SA,MILS3.SA,RANI3.SA,CSUD3.SA,CLSC4.SA,CMIG4.SA,ITSA4.SA,BBAS3.SA,TASA4.SA,SLCE3.SA,B3SA3.SA,PETR4.SA,SUZB3.SA,KLBN4.SA,BOVA11.SA
2012-03-01,22.652565002441406,1.24435555934906,6.405912399291992,9.398795127868652,11.194284439086914,8.337506294250488,22.17517852783203,5.758005619049072,20.450828552246094,0.6302943229675293,2.4449167251586914,21.851041793823242,4.78059196472168,3.1649794578552246,13.042415618896484,18.95408821105957,3.4077744483947754,2.43080735206604,7.992807388305664,17.5123348236084,1.0529983043670654,65.73999786376953
2012-03-02,22.858259201049805,1.24435555934906,6.405912399291992,9.354463577270508,11.317573547363281,8.223715782165527,22.54759979248047,6.144377708435059,20.26329231262207,0.6302943229675293,2.450737953186035,21.661739349365234,4.754762649536133,3.2090842723846436,13.288681983947754,18.863834381103516,3.409905195236206,2.4993677139282227,8.127735137939453,17.5123348236084,1.1105459928512573,66.75
2012-03-05,22.189741134643555,1.1964958906173706,6.5781145095825195,9.230326652526855,11.120315551757812,8.1827974319458,22.280426025390625,6.042418479919434,20.147192001342773,0.6302943229675293,2.4390957355499268,21.580612182617188,4.849850654602051,3.175358533859253,13.311914443969727,18.863834381103516,3.4503984451293945,2.4931349754333496,7.8996429443359375,17.5123348236084,1.090955138206482,65.94999694824219
2012-03-06,21.114967346191406,1.2922155857086182,6.405912399291992,9.381063461303711,10.577859878540039,8.176403045654297,22.183271408081055,6.037053108215332,20.06681251525879,0.6302943229675293,2.4216318130493164,21.120872497558594,4.69175910949707,3.0845611095428467,13.079590797424316,17.871000289916992,3.4951531887054443,2.43080735206604,7.629787921905518,17.5123348236084,1.0578960180282593,64.0199966430664
2012-03-07,21.08411407470703,1.5315146446228027,6.5781145095825195,9.404114723205566,10.540872573852539,8.355403900146484,22.385677337646484,6.063884258270264,20.129331588745117,0.6497910022735596,2.4390957355499268,21.120872497558594,4.659293174743652,3.1338491439819336,13.26544189453125,18.322290420532227,3.4951531887054443,2.5035223960876465,7.703676223754883,17.5123348236084,1.10075044631958,65.11000061035156
2012-03-08,21.161252975463867,1.3400753736495972,6.5781145095825195,9.558396339416504,10.725801467895508,8.566365242004395,23.065746307373047,6.520016193389893,20.307939529418945,0.6497910022735596,2.4623804092407227,21.191186904907227,4.772589683532715,3.2090842723846436,13.302618980407715,18.593061447143555,3.5335144996643066,2.5533854961395264,7.739016056060791,17.5123348236084,1.1276878118515015,65.87000274658203
2012-03-09,21.14068031311035,1.4357951879501343,6.5781145095825195,9.709132194519043,11.009356498718262,8.470479011535645,24.28015899658203,6.359029769897461,20.24542808532715,0.654970109462738,2.671945333480835,21.272319793701172,4.9176130294799805,3.240213632583618,13.349081993103027,18.863834381103516,3.601713180541992,2.599092960357666,7.616940975189209,17.5123348236084,1.1031994819641113,65.63999938964844
2012-03-12,20.88869857788086,1.3879351615905762,6.4403533935546875,9.824400901794434,11.015520095825195,8.380975723266602,25.0816707611084,6.176576137542725,20.343664169311523,0.654970109462738,2.5846261978149414,21.202009201049805,4.911665439605713,3.198704242706299,13.404841423034668,19.856666564941406,3.601713180541992,2.597014904022217,7.526988983154297,17.5123348236084,1.1374828815460205,65.38999938964844
2012-03-13,21.95833396911621,1.4357951879501343,6.474793434143066,9.771200180053711,11.588796615600586,8.476871490478516,24.571619033813477,6.4573469161987305,20.58478546142578,0.654970109462738,2.5904476642608643,21.202009201049805,5.0757036209106445,3.2298364639282227,13.757962226867676,19.94692611694336,3.665649652481079,2.6281795501708984,7.8482441902160645,17.5123348236084,1.1791133880615234,67.30000305175781
2012-03-14,21.75263786315918,1.3879351615905762,6.474793434143066,9.893562316894531,11.786052703857422,8.438514709472656,24.08585548400879,6.374911308288574,20.674087524414062,0.6488773226737976,2.578805446624756,21.634702682495117,5.07332706451416,3.242807149887085,13.474529266357422,19.94692611694336,3.586794853210449,2.597014904022217,7.976746559143066,17.5123348236084,1.182786226272583,67.0999984741211
