Date,VALE3.SA,KEPL3.SA,VULC3.SA,LEVE3.SA,GGBR4.SA,LREN3.SA,ALSO3.SA,DIRR3.SA,MILS3.SA,RANI3.SA,CSUD3.SA,CLSC4.SA,CMIG4.SA,ITSA4.SA,BBAS3.SA,TASA4.SA,SLCE3.SA,B3SA3.SA,PETR4.SA,SUZB3.SA,KLBN4.SA,BOVA11.SA
2016-01-04,7.997641563415527,1.631335735321045,1.5842580795288086,14.486495971679688,3.019350528717041,11.330714225769043,14.089069366455078,2.2443349361419678,2.3493926525115967,2.3161532878875732,1.933037519454956,6.291911602020264,1.9929167032241821,2.917839527130127,9.207234382629395,0.9899152517318726,3.722984552383423,2.649102210998535,2.4359211921691895,17.88892936706543,1.568289041519165,41.099998474121094
2016-01-05,7.890500545501709,1.617519736289978,1.549817681312561,15.100333213806152,2.879688262939453,12.13754653930664,14.089069366455078,2.231210470199585,2.340179443359375,2.323848247528076,1.933037519454956,6.396885871887207,1.936579942703247,2.96647047996521,9.239564895629883,0.9899152517318726,3.66062593460083,2.7505030632019043,2.3685522079467773,17.88892936706543,1.568289041519165,41.18000030517578
2016-01-06,7.310688018798828,1.561193585395813,1.549817681312561,14.916179656982422,2.6469197273254395,12.06738567352295,14.09776496887207,2.1130874156951904,2.2848992347717285,2.3161532878875732,1.933037519454956,6.108206272125244,1.8379908800125122,2.99299693107605,9.239564895629883,1.0071312189102173,3.787651777267456,2.7479681968688965,2.2692720890045166,17.88892936706543,1.568289041519165,40.5
2016-01-07,6.875828742980957,1.5006160736083984,1.549817681312561,14.732029914855957,2.527209520339966,11.870943069458008,14.089069366455078,2.0277764797210693,2.2296195030212402,2.269984483718872,1.8597146272659302,5.839207649230957,1.735879898071289,2.9487855434417725,9.019726753234863,1.0329550504684448,3.7530088424682617,2.633892059326172,2.2196311950683594,17.88892936706543,1.568289041519165,39.470001220703125
2016-01-08,6.642641544342041,1.5314362049102783,1.5153770446777344,15.094193458557129,2.6136667728424072,11.842876434326172,14.158645629882812,2.1393368244171143,2.29411244392395,2.2161202430725098,1.8663804531097412,5.963865280151367,1.654895544052124,2.9487855434417725,9.019726753234863,1.0673869848251343,3.7114369869232178,2.666846990585327,2.2231767177581787,17.88892936706543,1.568289041519165,39.34000015258789
2016-01-11,6.4535722732543945,1.5250593423843384,1.618698239326477,15.223095893859863,2.513909101486206,11.506112098693848,14.080374717712402,2.2246479988098145,2.30332612991333,2.1699507236480713,1.833052396774292,5.85889196395874,1.6760215759277344,2.9134199619293213,8.76109790802002,1.1018186807632446,3.69527006149292,2.6617774963378906,2.1593542098999023,17.88892936706543,1.568289041519165,38.720001220703125
2016-01-12,5.930480480194092,1.4411017894744873,1.4464964866638184,14.971426010131836,2.4407527446746826,11.772717475891113,13.915129661560059,2.231210470199585,2.2572596073150635,2.116086721420288,1.813055157661438,5.655502796173096,1.7077115774154663,2.878051280975342,8.457209587097168,1.1018186807632446,3.706818103790283,2.6440322399139404,1.9607927799224854,17.88892936706543,1.568289041519165,38.380001068115234
2016-01-13,5.672084808349609,1.2136712074279785,1.4120558500289917,14.995978355407715,2.2811388969421387,11.814813613891602,13.915129661560059,2.2115228176116943,2.211193323135376,1.9314101934432983,1.82638680934906,5.64238166809082,1.6513746976852417,2.8868935108184814,8.302030563354492,1.0932108163833618,3.69527006149292,2.6389622688293457,1.8686033487319946,17.88892936706543,1.568289041519165,37.75
2016-01-14,6.081735134124756,1.211545705795288,1.4464964866638184,14.486495971679688,2.347644329071045,11.737637519836426,14.176036834716797,2.1721487045288086,2.1651265621185303,1.9621893167495728,1.833052396774292,5.583333492279053,1.6267271041870117,2.9001567363739014,8.76756477355957,1.0932108163833618,3.8061282634735107,2.694732427597046,2.0175247192382812,17.88892936706543,1.568289041519165,38.27000045776367
2016-01-15,5.905271530151367,1.2328007221221924,1.4464964866638184,14.480356216430664,2.294440269470215,11.639416694641113,14.132554054260254,2.1327743530273438,2.174339771270752,1.9621893167495728,1.7997244596481323,5.734233856201172,1.5844749212265015,2.8515255451202393,8.43134593963623,1.0846028327941895,3.778414249420166,2.6389622688293457,1.8331459760665894,17.88892936706543,1.568289041519165,37.47999954223633
